题号    四则运算式子
7487     (7 － 1/2 ÷ 9) × 2 ＝ 
7488     8 × 0 ÷ 1'1/4 ÷ 4/5 ＝ 
7489     (7 ＋ 3/5) × (2 － 1) ＝ 
7490     6 × 3 × (1 × 1) ＝ 
7491     2 ÷ ((1/2 ＋ 5) ÷ 4) ＝ 
7492     2 × (9 × (8 ＋ 8)) ＝ 
7493     3 ÷ (8 － 0) ＋ 9 ＝ 
7494     9 ＋ 1'1/9 × 0 × 8 ＝ 
7495     5 × 4 ＋ 5 － 6 ＝ 
7496     2 ÷ 1/2 × 4 × 5 ＝ 
7497     3 － 1/9 ＋ 0 ÷ 7 ＝ 
7498     9 × 6 － (9 ＋ 3) ＝ 
7499     (6 ＋ 6) ÷ (9 ＋ 8) ＝ 
7500     5 ＋ (2 × 8 ＋ 6) ＝ 
7501     6 ÷ ((0 ＋ 1) ÷ 7) ＝ 
7502     1 ÷ 3 ÷ 5 ＋ 4 ＝ 
7503     2 ＋ (8 ＋ (6 ＋ 1)) ＝ 
7504     2 ÷ 3/10 ÷ (1 ＋ 7) ＝ 
7505     (2 ＋ 7) × (4 ＋ 7) ＝ 
7506     (0 ÷ 3 ＋ 0) × 0 ＝ 
7507     2 × (8 ＋ 2'1/3) － 1 ＝ 
7508     (5 ÷ 2 ＋ 3) ÷ 2 ＝ 
7509     0 ＋ 2 － 1'2/5 ÷ 2 ＝ 
7510     8/9 × 8 × (8 ÷ 7) ＝ 
7511     9 × (4 ＋ 5/9 × 1'1/7) ＝ 
7512     6 ＋ 7 × 9 × 9 ＝ 
7513     6 ＋ 8/9 ÷ (5 ＋ 3) ＝ 
7514     10 × (9 × (6 ÷ 9)) ＝ 
7515     3 ＋ (5 － 4 ÷ 7) ＝ 
7516     9 ＋ 6 － (4 － 1) ＝ 
7517     9 × (1'2/7 × 9) － 3 ＝ 
7518     6 ÷ 3 ＋ (3 ＋ 9) ＝ 
7519     6 ÷ (6 × 4 ＋ 8) ＝ 
7520     9 × 3 － 1/4 × 3'1/2 ＝ 
7521     2'1/4 ＋ 5 ÷ (8/9 ÷ 3) ＝ 
7522     9 ＋ 5 － 0 ÷ 3 ＝ 
7523     3 × 4 ＋ 2 × 1 ＝ 
7524     3 ÷ (7 ÷ (3/4 ÷ 2)) ＝ 
7525     7 － (0 ＋ 1) ＋ 9 ＝ 
7526     (2 ＋ (1/2 ＋ 3)) × 0 ＝ 
7527     0 ＋ 1 ＋ (3 － 2) ＝ 
7528     9 ＋ (2 ＋ 4) ÷ 9 ＝ 
7529     1'3/5 ÷ 1 × (6 ＋ 8) ＝ 
7530     0 × (6 ÷ 6 ÷ 7) ＝ 
7531     0 ÷ (4 ÷ 6 ÷ 7) ＝ 
7532     9 － 3 ÷ 3 × 1 ＝ 
7533     7 － 4 － 2 ＋ 0 ＝ 
7534     2 ÷ (7 ÷ (8 × 8)) ＝ 
7535     1 ÷ (4/9 ÷ (7 × 9)) ＝ 
7536     9 × (5 ÷ 7) × 1'1/2 ＝ 
7537     7 － (9 ＋ 2 － 8) ＝ 
7538     (4 ＋ 0) × (8 × 1) ＝ 
7539     7 × 6 ＋ 4 ÷ 8/9 ＝ 
7540     6 ÷ ((2'1/2 ＋ 7) × 5) ＝ 
7541     0 ＋ 7 － (4 － 1) ＝ 
7542     2 ＋ (2 － 2) ＋ 0 ＝ 
7543     8 － (2 ＋ 5) ＋ 5 ＝ 
7544     3'1/2 × (6 － 3) － 3 ＝ 
7545     (0 × 2/9 － 0) ÷ 9/10 ＝ 
7546     2 － 7 ÷ (9 × 7) ＝ 
7547     6 ÷ (5 × 7) × 9 ＝ 
7548     9 ÷ 4 ÷ 9 × 1'1/2 ＝ 
7549     6 × 1 × 8 × 9 ＝ 
7550     (8 ＋ 1) × (6 ＋ 1) ＝ 
7551     4 × (8 ÷ (4 ＋ 1/2)) ＝ 
7552     5 × (8 ＋ 6) － 8 ＝ 
7553     2/5 × 7 ＋ 5 ＋ 7 ＝ 
7554     (2 ＋ 0) × 7/9 － 0 ＝ 
7555     5 × 9 ＋ (9 ＋ 1) ＝ 
7556     4'1/2 × 3 × (5 ＋ 5) ＝ 
7557     (0 ＋ 8) ÷ 2'1/2 × 0 ＝ 
7558     4 － 1 ÷ 2 － 0 ＝ 
7559     1/5 ＋ 6 × 6 ÷ 1'1/4 ＝ 
7560     (3 ＋ 7/9 ＋ 1) × 3 ＝ 
7561     5 ＋ (5 － 5) ÷ 1 ＝ 
7562     7 × 8 ＋ (1 － 1) ＝ 
7563     1/2 ＋ (7/9 ＋ 8) ＋ 4/5 ＝ 
7564     4 － (4 ÷ 6 ＋ 3) ＝ 
7565     (9 － 4) × (6 ＋ 1/5) ＝ 
7566     9 ＋ 6 ÷ 4/9 ÷ 7 ＝ 
7567     2'1/3 ＋ (1 ＋ 7 ＋ 0) ＝ 
7568     (2 ＋ 1/4) ÷ (3 ÷ 8) ＝ 
7569     7 ÷ ((1'1/3 ＋ 5) × 3) ＝ 
7570     1 × (4 － 2) － 1 ＝ 
7571     1 × (5 ÷ (4 ＋ 6)) ＝ 
7572     5 ÷ (7 － (1 ＋ 2)) ＝ 
7573     7 － (0 ＋ 1) ＋ 2 ＝ 
7574     (7 ＋ (5 － 3)) ÷ 9 ＝ 
7575     5 － 1 ÷ 9 ＋ 3 ＝ 
7576     1'1/7 ＋ (7 × 6 － 6) ＝ 
7577     4 － 2'1/2 ＋ 4'1/2 ÷ 4 ＝ 
7578     7 ＋ (8 － 1 ÷ 4'1/2) ＝ 
7579     7 × (8 ＋ 5 ＋ 2) ＝ 
7580     6 ＋ (9 ＋ 4) × 1 ＝ 
7581     1 × (2 ÷ 1 － 1'3/7) ＝ 
7582     7 × 9 × (6 ＋ 1) ＝ 
7583     1 ÷ (6 ＋ 1 × 7) ＝ 
7584     1'1/6 ÷ 1 ÷ (6 ÷ 3'1/2) ＝ 
7585     (2'1/4 ＋ 6) × (5 － 3) ＝ 
7586     4 － (1 ＋ 2) ÷ 4 ＝ 
7587     4 × 8 × (5 × 6) ＝ 
7588     (1'2/7 ＋ 9) × 4 × 1 ＝ 
7589     8 × (5 × 2'1/2) ÷ 1 ＝ 
7590     9 × (4/7 × 4 ÷ 1) ＝ 
7591     8 × 5 － (5 ＋ 0) ＝ 
7592     3 × 3 ÷ (8 ＋ 3) ＝ 
7593     (8 － 3) ÷ (8 ÷ 3) ＝ 
7594     1 － 1/2 ＋ 8 × 1 ＝ 
7595     1 × (3 × 4) ＋ 1 ＝ 
7596     4 ＋ 4 ＋ 5/8 × 2 ＝ 
7597     3/8 ＋ 5 ＋ 1/9 － 0 ＝ 
7598     (9 － 2 － 6) × 1/5 ＝ 
7599     (1 ＋ 2) × (1 ＋ 6) ＝ 
7600     2 ÷ 1/7 － 1 － 7 ＝ 
7601     7 ＋ 7 × (2 － 1'1/2) ＝ 
7602     (9 － 9) × 9 ÷ 4 ＝ 
7603     7 － (6 － 3 － 2'1/4) ＝ 
7604     (6 － 6) ÷ (2 ＋ 1) ＝ 
7605     5 × (2 × 4 ＋ 9) ＝ 
7606     6 ÷ (7 × 7) － 0 ＝ 
7607     4 × (7 ＋ 2 － 9) ＝ 
7608     1'1/7 ＋ 9 ÷ 1 × 5 ＝ 
7609     (8 ＋ 8) × (7 ＋ 0) ＝ 
7610     3 － 5 × 0 ＋ 9 ＝ 
7611     (3 － 2) ÷ (5 ÷ 1/5) ＝ 
7612     1 × 6 ＋ (3 ＋ 3) ＝ 
7613     1/2 × (6 ÷ 4) ÷ 1'2/7 ＝ 
7614     3 ＋ 8 － 4 － 4 ＝ 
7615     1 × 0 ＋ 9 ÷ 8 ＝ 
7616     1 ÷ 2 ＋ (8 ＋ 8) ＝ 
7617     0 × (8 － 7 ÷ 5) ＝ 
7618     8 － 0 ＋ (3 ＋ 5) ＝ 
7619     7 － 1 ＋ (2 ＋ 2) ＝ 
7620     (3 ÷ 8 ＋ 7) ÷ 1 ＝ 
7621     2 ÷ 4 ÷ 2 ＋ 8 ＝ 
7622     (0 ÷ 8 ＋ 3) ÷ 1 ＝ 
7623     (9 － 5) ÷ (0 ＋ 2) ＝ 
7624     8 ÷ 1/8 ＋ (9 ＋ 2) ＝ 
7625     6 × ((0 ＋ 4) ÷ 2/3) ＝ 
7626     5 ÷ 4 ＋ 2 ＋ 9 ＝ 
7627     1 × (5 ＋ 2 × 7) ＝ 
7628     1/6 ÷ 7 ＋ 9 － 5 ＝ 
7629     (8 ＋ 0) ÷ (9 ＋ 8) ＝ 
7630     (1 ＋ 8) ÷ (1'1/8 ＋ 8) ＝ 
7631     9 － (4 ＋ 0) － 4 ＝ 
7632     6 × 3 － (7 ＋ 1) ＝ 
7633     3 ＋ (7 ＋ (9 － 5)) ＝ 
7634     (1 ＋ 7) ÷ (2 ＋ 1'1/4) ＝ 
7635     2'1/2 × (7 ÷ 4) ＋ 8 ＝ 
7636     4 ÷ (1 × (4 ＋ 8)) ＝ 
7637     1 × (5 ÷ 1/2 － 7/9) ＝ 
7638     1'1/2 × (7 × 4) － 2 ＝ 
7639     0 × (1 ÷ (1'2/3 ÷ 9)) ＝ 
7640     (2 ＋ 5) ÷ (7/8 × 5) ＝ 
7641     1'2/7 ＋ (1 ＋ 2'2/3 × 6) ＝ 
7642     1 × (3 × (8 ＋ 1)) ＝ 
7643     3 ＋ (5 ＋ 5 ＋ 2) ＝ 
7644     (5 － 0) ÷ (2 ÷ 8) ＝ 
7645     8 × 1 ÷ (2 ÷ 3) ＝ 
7646     1'2/7 × 3 × 3 × 4 ＝ 
7647     7 － 6 ＋ (1'3/5 ＋ 2) ＝ 
7648     2 × 1/3 × (0 × 8) ＝ 
7649     5 ＋ (1'1/3 ＋ (1/9 ＋ 1)) ＝ 
7650     2 × (1/5 × 2) ＋ 7 ＝ 
7651     3 ÷ 6 × (2 × 1) ＝ 
7652     9 ÷ (2 ＋ (1'1/2 ＋ 1)) ＝ 
7653     2 ＋ 4 ＋ 7/8 ÷ 8 ＝ 
7654     9 × (2/3 ＋ 7 ÷ 1) ＝ 
7655     5 ＋ 1 ＋ (0 ＋ 3) ＝ 
7656     8 × 2 － (1 ＋ 0) ＝ 
7657     (8 ＋ 8 ÷ 4) × 1 ＝ 
7658     (1 ＋ 8) ÷ (4/9 ＋ 7) ＝ 
7659     3 ＋ 4 × 6 ÷ 8 ＝ 
7660     (9 ＋ (3 － 2'1/4)) × 7 ＝ 
7661     3 × (1 ÷ (2 × 6)) ＝ 
7662     7 × (5 ÷ 5) ＋ 9 ＝ 
7663     2 × 8 ＋ 3 － 5 ＝ 
7664     1 × (1 × 2) ＋ 2 ＝ 
7665     4 ＋ 8 ÷ 3 × 8 ＝ 
7666     (1 ＋ (1/8 ＋ 3)) × 1/6 ＝ 
7667     4 ＋ 1 ＋ (9 ＋ 3) ＝ 
7668     0 ＋ (0 ＋ 6) ÷ 2/7 ＝ 
7669     8 ＋ (9 ＋ 3 ÷ 4) ＝ 
7670     7 ＋ 1 ＋ 7 × 2 ＝ 
7671     5 ÷ 1'2/5 － 0 ＋ 0 ＝ 
7672     9 × (3 ＋ (1 ＋ 2)) ＝ 
7673     (6 － 2) ÷ 8 ＋ 9 ＝ 
7674     (4/5 ＋ 6) × 1 － 5 ＝ 
7675     1 ÷ 7 ＋ 7 × 9 ＝ 
7676     1 × 7/8 － (9 － 9) ＝ 
7677     (9/10 ＋ (9 － 6)) × 1 ＝ 
7678     8 － (7 － 6) ＋ 6 ＝ 
7679     2 ＋ 4/5 ＋ 2 × 1 ＝ 
7680     7 － 5 ÷ 7 ÷ 8 ＝ 
7681     2'1/4 × (6 ＋ 5 ÷ 8) ＝ 
7682     (7 ＋ (1/8 ＋ 9)) ÷ 4 ＝ 
7683     4 ÷ 6 × (3 ÷ 2) ＝ 
7684     4 ÷ (4 ＋ 3) ＋ 0 ＝ 
7685     3/4 ＋ (0 × 1/8 ＋ 4) ＝ 
7686     7 × 4 ÷ (9 ÷ 1) ＝ 
7687     8 × (0 × (5 × 2)) ＝ 
7688     2 ÷ (1'2/3 × (8 ＋ 1/4)) ＝ 
7689     4 － 1 ÷ 1'3/4 ＋ 8 ＝ 
7690     8 ÷ (6 ÷ (2/3 ＋ 5/7)) ＝ 
7691     1 × (6 － 1'1/6) ＋ 8 ＝ 
7692     2 ÷ (5 ＋ 8 ÷ 5) ＝ 
7693     (8 － (6 － 4)) ÷ 2 ＝ 
7694     7 × (9 ÷ 5 ＋ 0) ＝ 
7695     6 × (0 ＋ 3/8) － 2 ＝ 
7696     3 ÷ (5 ＋ 3'1/3 ＋ 1) ＝ 
7697     3 － 5 ÷ 1 × 1/3 ＝ 
7698     2 × ((7/9 ＋ 3) ÷ 3) ＝ 
7699     4 ＋ (2 ＋ 1) ÷ 2/3 ＝ 
7700     9 ＋ 1 － 1 × 2 ＝ 
7701     2/5 × ((8 － 5) ÷ 7) ＝ 
7702     (3 ＋ 9 － 3) × 8/9 ＝ 
7703     9 － 7 ＋ 3 × 1/5 ＝ 
7704     4 × 7 － (7 － 0) ＝ 
7705     (1 ＋ 9) ÷ 6 ＋ 1'4/5 ＝ 
7706     7 － (0 ＋ 1/2) － 4/9 ＝ 
7707     (3 － (3 － 2'2/3)) ÷ 9/10 ＝ 
7708     2 ÷ 1 × (1'1/5 × 1) ＝ 
7709     0 ＋ (4 ＋ 5) × 3 ＝ 
7710     4 ÷ (0 ＋ 4 － 2) ＝ 
7711     9 ＋ 7 ＋ (7 － 2) ＝ 
7712     (2 ＋ 5 － 0) × 9 ＝ 
7713     8 － 2'1/4 － (2 － 1) ＝ 
7714     2 ÷ ((7 ＋ 4) ÷ 2) ＝ 
7715     9 ÷ (9 － 1 － 3) ＝ 
7716     9 × (2 × 4 × 9) ＝ 
7717     1 － (1 － 0 × 6) ＝ 
7718     (8 － 1/3 ＋ 7) ÷ 5 ＝ 
7719     2 ÷ (6 × 1 ÷ 6) ＝ 
7720     1/6 ＋ 1 × (5 ＋ 1) ＝ 
7721     7 × 1/6 － (0 － 0) ＝ 
7722     (9 ＋ 3 － 5) × 8 ＝ 
7723     2 × 2'1/2 － 5 ÷ 3 ＝ 
7724     (5 ＋ 4) × (9 － 1) ＝ 
7725     7 × 4 － 3 － 2 ＝ 
7726     (0 ＋ 7) ÷ (5 ＋ 0) ＝ 
7727     5 ＋ (0 ÷ 1 ＋ 8) ＝ 
7728     7 ÷ (4 ÷ 2) ÷ 3 ＝ 
7729     2'1/2 ÷ (5 － 3/7 × 7/10) ＝ 
7730     4 － 1 ÷ 5 ÷ 5 ＝ 
7731     3 × 0 ＋ 7 － 1 ＝ 
7732     2 ＋ 8 × 3 ＋ 3 ＝ 
7733     2 × 4 ÷ (3 － 0) ＝ 
7734     (7 － 7) × (3 － 0) ＝ 
7735     1 × 8 － 1'1/3 × 3 ＝ 
7736     1'1/5 × (1/3 × (8 ＋ 9)) ＝ 
7737     7 × (4/7 × (4 ＋ 9)) ＝ 
7738     3/5 × 1 × 9 ÷ 9 ＝ 
7739     6 × 1 － (2 ＋ 3) ＝ 
7740     (3 ＋ 2) × 1 × 8 ＝ 
7741     1 × 4 ＋ 0 ＋ 8 ＝ 
7742     6 ＋ (7 ＋ 9) × 0 ＝ 
7743     3 × 4 ÷ (7 ＋ 7) ＝ 
7744     3 ÷ (5 × 5 ＋ 8) ＝ 
7745     (6 － 1) ÷ (1 ＋ 1/4) ＝ 
7746     1'2/3 × (4 － 3) × 0 ＝ 
7747     4 × (1 × 1) ÷ 8 ＝ 
7748     4 ÷ (1/3 ＋ 3) × 3 ＝ 
7749     1 × (9 ÷ 2 － 7/10) ＝ 
7750     9 ÷ 1/4 ＋ 5 × 1 ＝ 
7751     8 × (9 ＋ 5/9 － 1) ＝ 
7752     (5 － (3 ＋ 2)) ÷ 8 ＝ 
7753     (9 ＋ 8) × (5 － 3) ＝ 
7754     2 ÷ 3 ÷ (9 × 3) ＝ 
7755     4 ÷ (3 ＋ 2 ÷ 5/9) ＝ 
7756     1 － 1 ＋ 3 × 8 ＝ 
7757     1'3/7 × 8 ÷ 4 － 5/9 ＝ 
7758     (4 ＋ 8) × 1 × 7 ＝ 
7759     4 × 0 ＋ 3 × 1/2 ＝ 
7760     1/2 ＋ 5 ＋ 6 ÷ 5 ＝ 
7761     4 ＋ 5 － (7 － 7) ＝ 
7762     (4 ＋ (2 ＋ 0)) × 8 ＝ 
7763     (2 ＋ 3) × 8 × 1'1/8 ＝ 
7764     3 ÷ 7 ＋ 8 ＋ 7 ＝ 
7765     7 ÷ (0 ＋ 1/4 ÷ 8) ＝ 
7766     3 ÷ (9 ÷ 4) ＋ 3 ＝ 
7767     0 × (7 ＋ 1'3/5) ＋ 1 ＝ 
7768     4 × 1 × 6 － 7 ＝ 
7769     2 － 5 × (4 － 4) ＝ 
7770     (9 × 4/5 － 0) × 1 ＝ 
7771     1/7 ＋ 5 × (9 × 2) ＝ 
7772     6 ÷ (5 ÷ 1/3 ÷ 3) ＝ 
7773     8 × 0 ＋ (1 ＋ 0) ＝ 
7774     3 ÷ 1 × (0 ＋ 5) ＝ 
7775     6 ÷ 1 ＋ 2 ÷ 1 ＝ 
7776     6 × 2/5 － (0 ＋ 1'2/5) ＝ 
7777     3 × 6 ÷ (9 ÷ 1) ＝ 
7778     (5 ＋ 2'2/3 － 1) × 9 ＝ 
7779     2'1/4 － 0 ＋ (9 ＋ 8/9) ＝ 
7780     4 × (0 × (2/3 － 0)) ＝ 
7781     (1 ＋ 5) × (8 ÷ 2) ＝ 
7782     (1 ＋ 5) × (5 ＋ 4) ＝ 
7783     7 ÷ 4/9 － 3 ÷ 1 ＝ 
7784     9 × (2 × 6 × 0) ＝ 
7785     8 － (3 ＋ 1'2/7 × 1'1/5) ＝ 
7786     (6 ÷ 1'1/2 ＋ 1'1/4) ÷ 2 ＝ 
7787     4 ÷ (0 ＋ 7) ＋ 9 ＝ 
7788     7 ÷ (6 ÷ 1/3 × 2) ＝ 
7789     1/2 ＋ 2 － (1/4 ＋ 5/6) ＝ 
7790     8 ＋ 0 ÷ 4 － 2 ＝ 
7791     9 × (4 × (8 － 7)) ＝ 
7792     9 ＋ 8 × 1 － 2 ＝ 
7793     9 × (6 ＋ 3 × 2) ＝ 
7794     9 × 9 ＋ 6 × 6 ＝ 
7795     5 ÷ 2 － 7 ÷ 8 ＝ 
7796     8 ÷ (1 ＋ 8 ＋ 2) ＝ 
7797     7 － (3/8 ＋ (4 － 0)) ＝ 
7798     3 × (1/4 ＋ 2 ÷ 5) ＝ 
7799     8 × (1 ＋ 5/9 × 8) ＝ 
7800     9 ÷ (6 ÷ 1'1/9) ÷ 2 ＝ 
7801     2 ÷ (3 ÷ (7 ＋ 9)) ＝ 
7802     3 ＋ (8 ＋ 7 － 4'1/2) ＝ 
7803     2 × (2'1/2 ＋ 3/5 × 4) ＝ 
7804     1/7 ＋ 3 ＋ 0 × 2/3 ＝ 
7805     (9 ＋ 7) × (6 ＋ 2) ＝ 
7806     5 × 7/9 ＋ 2 ÷ 2 ＝ 
7807     1 ＋ 2 ÷ 1/2 × 3 ＝ 
7808     (2 ＋ 6 ＋ 8) ÷ 7 ＝ 
7809     8 ＋ (4 ＋ 6) ÷ 5 ＝ 
7810     (8 × 9 ＋ 6) × 9 ＝ 
7811     9 － 4 ÷ (3 ＋ 9) ＝ 
7812     1 ＋ (4 － 7 × 0) ＝ 
7813     0 ÷ 1 ÷ 2 ÷ 1'1/3 ＝ 
7814     6 ＋ (5 ＋ 1) ÷ 1 ＝ 
7815     1 ÷ (9 ÷ 8 ＋ 0) ＝ 
7816     1/9 × (9 － 9) × 2 ＝ 
7817     8 ＋ 0 ÷ 5 ＋ 8 ＝ 
7818     (1 ÷ 3'1/2 ＋ 8) × 5 ＝ 
7819     5 × 0 × (3 ÷ 8) ＝ 
7820     0 × (4 ÷ 5 ＋ 9) ＝ 
7821     4 ＋ 7 － 0 ÷ 5 ＝ 
7822     (5 ＋ 1'2/3 × 4) × 0 ＝ 
7823     4 ＋ (3 ＋ 6) ＋ 1 ＝ 
7824     6 ÷ (3 ＋ 8) × 5 ＝ 
7825     4/5 ＋ 9 ＋ (2 ＋ 5) ＝ 
7826     3 × (9 － 1'2/7 － 0) ＝ 
7827     2/9 × (8 ＋ 8 － 9) ＝ 
7828     5 ÷ 1 － (3 ＋ 1'3/5) ＝ 
7829     6 × 8 ÷ (3 ÷ 5) ＝ 
7830     (7 － 4 ＋ 2) ÷ 3/5 ＝ 
7831     2 ÷ (5 × (1 ＋ 8)) ＝ 
7832     6 ＋ 7 ÷ 3 ＋ 2 ＝ 
7833     6 ÷ (1 × (4 ＋ 4)) ＝ 
7834     6 × 9 × (7 × 5) ＝ 
7835     (6 ＋ 1) × (7 ＋ 2) ＝ 
7836     4 ÷ (6 ÷ 1) ÷ 7 ＝ 
7837     (7 － 0 ＋ 2'1/2) ÷ 4 ＝ 
7838     (8 － 8) ÷ (0 ＋ 5) ＝ 
7839     1 ÷ 6 ＋ 5 × 1 ＝ 
7840     1 × (8 ＋ 9) ÷ 2 ＝ 
7841     6 ＋ (7 × 8 － 9) ＝ 
7842     3 ＋ (7 ＋ 0 － 4) ＝ 
7843     (1/8 ＋ 5 ＋ 1) × 8 ＝ 
7844     3 ÷ (9 ＋ 1 － 7) ＝ 
7845     (7 ＋ 7/8 ÷ 6) ÷ 7 ＝ 
7846     1 ÷ (0 ＋ 9 × 2) ＝ 
7847     1'1/9 ÷ 2 × (0 × 5) ＝ 
7848     0 ＋ 1 － 7 ÷ 8 ＝ 
7849     (8 － 8) ÷ (3 × 5) ＝ 
7850     2 × 1'1/8 × (4 ＋ 4) ＝ 
7851     1 ÷ 6 × (5 × 3) ＝ 
7852     7 × (8 ＋ (6 － 7/9)) ＝ 
7853     1 ＋ 4 × 8 ÷ 1 ＝ 
7854     4 － (1'1/7 － 7 × 0) ＝ 
7855     (7/9 ＋ 4) × (9 － 2) ＝ 
7856     (5 ＋ 4) ÷ 4 ÷ 1 ＝ 
7857     8 ÷ 5 － 9 ÷ 9 ＝ 
7858     (0 ＋ 8) ÷ (4/9 ÷ 1/8) ＝ 
7859     (1 ＋ 8 ÷ 6/7) × 1'1/7 ＝ 
7860     5 × 2'1/3 ÷ 1/4 ＋ 6 ＝ 
7861     (7 － 5) × (1 × 6) ＝ 
7862     7 ÷ 8 × (8 ÷ 7) ＝ 
7863     (3 ＋ 3/4) × (8 ÷ 1) ＝ 
7864     (2 ＋ 1) ÷ 1 ÷ 9 ＝ 
7865     (6 － (6 － 1'1/5)) × 2 ＝ 
7866     8 ＋ (6 － 7 ÷ 3) ＝ 
7867     7 ÷ 4/5 － (1/5 ＋ 6) ＝ 
7868     3 ÷ ((9 ＋ 1/3) × 9) ＝ 
7869     2 × (1/5 ＋ 9 － 3) ＝ 
7870     7 ＋ 1 － (7 － 0) ＝ 
7871     6 × (4 ＋ 4'1/2 － 4) ＝ 
7872     9 × 2 － 7 ＋ 0 ＝ 
7873     (2 ＋ 2) × (4 ÷ 2) ＝ 
7874     3 ÷ (3 ＋ 6 × 9) ＝ 
7875     7 × (1 × 1) × 5 ＝ 
7876     (1 ＋ 3 × 2) × 0 ＝ 
7877     (3 ＋ 1) × (9 × 8) ＝ 
7878     7 ＋ 2/9 × 2 － 1'1/4 ＝ 
7879     0 ＋ 0 ÷ (3 － 0) ＝ 
7880     7 ＋ (5 ＋ 4 ＋ 6) ＝ 
7881     5 × (3 ＋ 2 ÷ 4) ＝ 
7882     7 ÷ (2 ÷ 6) ＋ 4 ＝ 
7883     8 × 9 ÷ 5 － 8 ＝ 
7884     1'1/4 × 2 × 0 × 6 ＝ 
7885     7 ＋ 0 － 4'1/2 ÷ 8 ＝ 
7886     9 ÷ (4 ＋ 8 ÷ 1) ＝ 
7887     (7 ＋ 3) ÷ (7 × 5) ＝ 
7888     8 ＋ 3 － 2 ÷ 7 ＝ 
7889     9 － 0 ＋ (5 － 5) ＝ 
7890     3 ÷ 8 × 0 × 7 ＝ 
7891     0 ÷ 3 ÷ 5 × 7 ＝ 
7892     5 ÷ (3 × 9) × 5 ＝ 
7893     3 － (2 － 8/9 ÷ 1) ＝ 
7894     5 × (8 ÷ (6 － 4)) ＝ 
7895     7 ＋ 4 － 3 ＋ 8/9 ＝ 
7896     (1 ＋ 4) × (1 ÷ 4) ＝ 
7897     2 ＋ 2 ＋ 9 ÷ 2'1/2 ＝ 
7898     3 － 1 × 1 － 1'1/4 ＝ 
7899     3 ÷ (7 － 1 ＋ 9) ＝ 
7900     6 ＋ (3 ＋ 7 × 1) ＝ 
7901     8 × (6 × 6 × 5) ＝ 
7902     3 ＋ 7 × 7 × 5/6 ＝ 
7903     (8 ＋ 6) × (4 ÷ 3) ＝ 
7904     1 ÷ 8 ＋ 8 ＋ 0 ＝ 
7905     8 ＋ (3 ＋ 1/4) ÷ 5/7 ＝ 
7906     6 ＋ (0 × 9 － 0) ＝ 
7907     1'1/9 × 3 ＋ 8 × 4 ＝ 
7908     9 ＋ 8 ÷ (4 × 9) ＝ 
7909     5 ＋ 1/9 ＋ 2 ÷ 7 ＝ 
7910     4'1/2 ÷ 9 ＋ (9 ＋ 7) ＝ 
7911     0 ÷ (3 － (2/3 － 1/8)) ＝ 
7912     (3 ÷ 1/8 ＋ 0) ÷ 6 ＝ 
7913     5 ＋ (2 ＋ (4 － 3)) ＝ 
7914     7 ＋ (5 － 5) ＋ 8/9 ＝ 
7915     1'1/4 ＋ 5 ＋ 5 ＋ 4 ＝ 
7916     2 ＋ 6 － (1 － 1) ＝ 
7917     8/9 ＋ (9 × 5 － 2) ＝ 
7918     6 ＋ (4 － 1) － 2 ＝ 
7919     2 × (7 － 4 － 2) ＝ 
7920     1 × (8 × 3) ＋ 7 ＝ 
7921     3 ÷ 4 ＋ (1 ＋ 4) ＝ 
7922     3 ＋ 4 ＋ 0 ＋ 7 ＝ 
7923     3/4 ÷ (5 ＋ 1 ＋ 3) ＝ 
7924     5 ＋ (4 ＋ 9) ÷ 9 ＝ 
7925     2 × 0 － 0 × 1 ＝ 
7926     (7 － 5) ÷ (2 ÷ 6) ＝ 
7927     5 ＋ (9 － 5) ＋ 8 ＝ 
7928     4 － 0 － 4 ÷ 9 ＝ 
7929     (4 － 3) ÷ (4 × 1'2/7) ＝ 
7930     1 × 5 ＋ 4 × 5 ＝ 
7931     (4 ＋ 4 － 7) × 3 ＝ 
7932     2 － (0 ＋ 4/9) × 3 ＝ 
7933     (1 ＋ 9 × 1'2/3) ÷ 5 ＝ 
7934     0 × 7 ＋ 9 ＋ 1/4 ＝ 
7935     (8 － (1 ＋ 4)) ÷ 1/2 ＝ 
7936     8 × 2 ＋ 4 ＋ 4 ＝ 
7937     8 ＋ 6 ＋ 7 × 4 ＝ 
7938     6 × 4 ÷ (8 ＋ 8) ＝ 
7939     (5 － 1/2) ÷ (2 × 6) ＝ 
7940     8 ＋ 9 ＋ 3/5 ÷ 2 ＝ 
7941     (9 － 6 ÷ 9) × 6 ＝ 
7942     9 ＋ (4 － 5/8 ÷ 6) ＝ 
7943     5 × (0 ÷ (6 ÷ 2)) ＝ 
7944     8 ＋ 2 ＋ (8 － 7) ＝ 
7945     (6 ＋ 9 ÷ 3/4) × 8 ＝ 
7946     7 － (9 － 8) ＋ 2 ＝ 
7947     9 ÷ (5/8 ÷ 1'2/5) － 7 ＝ 
7948     4 ＋ 2 ÷ 3/7 × 4 ＝ 
7949     4'1/2 ＋ (8 ÷ 2'1/4 － 0) ＝ 
7950     (1/4 ＋ 4) × (8 × 6) ＝ 
7951     3 × 7 － (4 － 1) ＝ 
7952     (7 － 7 ÷ 1'4/5) ÷ 7 ＝ 
7953     1'3/7 ＋ 8 × (3 ÷ 4) ＝ 
